cps19_citizenship,cps19_age,cps19_province,cps19_education,cps19_gender,cps19_lr_parties_1,cps19_lr_parties_2,cps19_votechoice,cps19_income_number,cps19_income_cat,cps19_lr_scale_bef_1,vote_liberal,vote_conservative
Canadian citizen,78,Ontario,Master's degree,A woman,4,5,Liberal Party,69000,NA,4,1,0
Canadian citizen,29,Quebec,Some university,A man,5,9,Green Party,19000,NA,3,0,0
Canadian citizen,59,Quebec,Completed secondary/ high school,A man,3,10,Conservative Party,40000,NA,NA,0,1
Canadian citizen,39,Ontario,Bachelor's degree,A man,0,5,Conservative Party,95000,NA,NA,0,1
Canadian citizen,45,British Columbia,Bachelor's degree,A woman,5,10,Liberal Party,NA,Don't know/ Prefer not to answer,NA,1,0
Canadian citizen,33,British Columbia,"Completed technical, community college, CEGEP, College Classique",A woman,7,2,Green Party,NA,"$30,001 to $60,000",7,0,0
Canadian citizen,47,Quebec,Some university,A woman,NA,NA,Conservative Party,19000,NA,2,0,1
Canadian citizen,68,New Brunswick,Completed secondary/ high school,"Other (e.g. Trans, non-binary, two-spirit, gender-queer)",1,6,Conservative Party,49000,NA,9,0,1
Canadian citizen,35,Quebec,Bachelor's degree,A woman,8,10,Don't know/ Prefer not to answer,NA,"$90,001 to $110,000",3,0,0
Canadian citizen,70,Ontario,"Completed technical, community college, CEGEP, College Classique",A man,3,9,ndp,20000,NA,4,0,0
Canadian citizen,43,Ontario,Completed secondary/ high school,A man,3,9,Conservative Party,50000,NA,8,0,1
Canadian citizen,62,Quebec,Bachelor's degree,A woman,5,NA,Conservative Party,NA,"$60,001 to $90,000",7,0,1
Canadian citizen,41,Ontario,"Some technical, community college, CEGEP, College Classique",A man,5,5,ndp,30000,NA,8,0,0
Canadian citizen,68,Ontario,Completed secondary/ high school,A woman,5,9,Liberal Party,250000,NA,4,1,0
Canadian citizen,62,Quebec,Bachelor's degree,A woman,7,8,Conservative Party,NA,"$60,001 to $90,000",7,0,1
Canadian citizen,33,Ontario,"Some technical, community college, CEGEP, College Classique",A woman,8,5,Liberal Party,19000,NA,NA,1,0
Canadian citizen,35,Quebec,Completed secondary/ high school,A man,0,5,ndp,99546,NA,NA,0,0
Canadian citizen,79,New Brunswick,"Completed technical, community college, CEGEP, College Classique",A man,0,3,Conservative Party,35000,NA,NA,0,1
Canadian citizen,34,Prince Edward Island,Completed secondary/ high school,A man,0,10,Conservative Party,NA,"$1 to $30,000",NA,0,1
Canadian citizen,47,Ontario,Professional degree or doctorate,A man,2,8,Liberal Party,125000,NA,NA,1,0
Canadian citizen,74,Quebec,Completed secondary/ high school,A woman,10,5,Bloc Québécois,35000,NA,1,0,0
Canadian citizen,46,Ontario,Bachelor's degree,A man,0,10,Conservative Party,89000,NA,NA,0,1
Canadian citizen,47,Quebec,Master's degree,A woman,5,9,Green Party,NA,"$60,001 to $90,000",NA,0,0
Canadian citizen,36,Alberta,Some secondary/ high school,A man,2,7,Liberal Party,30000,NA,NA,1,0
Canadian citizen,30,Ontario,Professional degree or doctorate,A woman,10,10,Liberal Party,69000,NA,10,1,0
Canadian citizen,52,Ontario,Master's degree,A woman,9,7,Liberal Party,100000,NA,NA,1,0
Canadian citizen,74,Ontario,Completed secondary/ high school,A woman,0,10,Conservative Party,50000,NA,10,0,1
Canadian citizen,71,Ontario,Bachelor's degree,A man,3,8,Liberal Party,74000,NA,NA,1,0
Canadian citizen,68,Quebec,Some university,A woman,9,9,Don't know/ Prefer not to answer,95000,NA,3,0,0
Canadian citizen,48,Quebec,Bachelor's degree,A woman,0,10,Bloc Québécois,NA,Don't know/ Prefer not to answer,NA,0,0
Canadian citizen,75,Ontario,Bachelor's degree,A woman,NA,NA,Don't know/ Prefer not to answer,NA,Don't know/ Prefer not to answer,5,0,0
Canadian citizen,65,Nova Scotia,"Some technical, community college, CEGEP, College Classique",A man,2,7,Conservative Party,39000,NA,NA,0,1
Canadian citizen,86,Ontario,Bachelor's degree,A woman,NA,NA,Liberal Party,50000,NA,NA,1,0
Canadian citizen,73,Ontario,Bachelor's degree,A man,NA,NA,Liberal Party,85000,NA,NA,1,0
Canadian citizen,72,Ontario,Completed secondary/ high school,A woman,8,7,Conservative Party,20000,NA,NA,0,1
Canadian citizen,54,Quebec,Bachelor's degree,A man,7,8,Green Party,58000,NA,NA,0,0
Canadian citizen,61,Prince Edward Island,Master's degree,A man,6,3,Liberal Party,124000,NA,NA,1,0
Canadian citizen,44,Ontario,Master's degree,A man,9,8,People's Party,71000,NA,10,0,0
Canadian citizen,40,Quebec,Bachelor's degree,A man,5,8,Don't know/ Prefer not to answer,74000,NA,NA,0,0
Canadian citizen,56,New Brunswick,"Completed technical, community college, CEGEP, College Classique",A man,2,8,Don't know/ Prefer not to answer,35000,NA,NA,0,0
Canadian citizen,34,New Brunswick,"Completed technical, community college, CEGEP, College Classique",A woman,NA,NA,Don't know/ Prefer not to answer,NA,"$110,001 to $150,000",NA,0,0
Canadian citizen,59,Ontario,"Completed technical, community college, CEGEP, College Classique",A man,NA,NA,Don't know/ Prefer not to answer,NA,"$30,001 to $60,000",NA,0,0
Canadian citizen,57,Ontario,"Completed technical, community college, CEGEP, College Classique",A woman,0,10,Conservative Party,150000,NA,NA,0,1
Canadian citizen,31,Newfoundland and Labrador,"Some technical, community college, CEGEP, College Classique",A man,3,9,Liberal Party,5000,NA,4,1,0
Canadian citizen,59,Ontario,Bachelor's degree,A man,7,10,ndp,40000,NA,2,0,0
Canadian citizen,63,Ontario,Bachelor's degree,A woman,4,9,Liberal Party,152000,NA,2,1,0
Canadian citizen,61,Ontario,"Some technical, community college, CEGEP, College Classique",A man,5,5,Green Party,85000,NA,5,0,0
Canadian citizen,54,Ontario,"Some technical, community college, CEGEP, College Classique",A woman,9,3,Don't know/ Prefer not to answer,50000,NA,NA,0,0
Canadian citizen,67,Ontario,"Some technical, community college, CEGEP, College Classique",A man,NA,NA,Don't know/ Prefer not to answer,NA,"$90,001 to $110,000",5,0,0
Canadian citizen,72,Ontario,"Some technical, community college, CEGEP, College Classique",A man,9,NA,Liberal Party,51000,NA,8,1,0
Canadian citizen,53,Ontario,Completed secondary/ high school,A man,1,7,Conservative Party,95000,NA,6,0,1
Canadian citizen,30,Quebec,"Completed technical, community college, CEGEP, College Classique",A man,5,7,Bloc Québécois,NA,Don't know/ Prefer not to answer,NA,0,0
Canadian citizen,23,Alberta,Bachelor's degree,A man,5,5,Conservative Party,40000,NA,NA,0,1
Canadian citizen,59,Newfoundland and Labrador,Bachelor's degree,A man,2,4,Liberal Party,112000,NA,NA,1,0
Canadian citizen,60,Quebec,"Completed technical, community college, CEGEP, College Classique",A woman,0,5,Don't know/ Prefer not to answer,99000,NA,5,0,0
Canadian citizen,73,Ontario,Some secondary/ high school,A man,10,6,Liberal Party,NA,"$30,001 to $60,000",NA,1,0
Canadian citizen,59,Quebec,Some university,A woman,NA,NA,Don't know/ Prefer not to answer,30000,NA,NA,0,0
Canadian citizen,69,Quebec,Some university,A woman,NA,NA,Liberal Party,50000,NA,1,1,0
Canadian citizen,83,Ontario,Some university,A woman,3,9,Green Party,55000,NA,NA,0,0
Canadian citizen,57,Quebec,Bachelor's degree,A woman,5,9,Liberal Party,150000,NA,5,1,0
Canadian citizen,58,Quebec,Bachelor's degree,A man,7,7,Bloc Québécois,NA,Don't know/ Prefer not to answer,5,0,0
Canadian citizen,50,Ontario,Master's degree,A woman,0,10,Liberal Party,NA,Don't know/ Prefer not to answer,0,1,0
Canadian citizen,73,Newfoundland and Labrador,"Some technical, community college, CEGEP, College Classique",A woman,6,8,Conservative Party,NA,"$60,001 to $90,000",7,0,1
Canadian citizen,37,Quebec,Bachelor's degree,A woman,4,6,Don't know/ Prefer not to answer,NA,Don't know/ Prefer not to answer,NA,0,0
Canadian citizen,52,Quebec,"Some technical, community college, CEGEP, College Classique",A woman,NA,NA,Conservative Party,62000,NA,3,0,1
Canadian citizen,79,Nova Scotia,Completed secondary/ high school,A man,NA,NA,Conservative Party,52000,NA,NA,0,1
Canadian citizen,70,Ontario,Bachelor's degree,A woman,7,NA,Liberal Party,NA,"$150,001 to $200,000",5,1,0
Canadian citizen,99,Ontario,Professional degree or doctorate,A woman,2,10,Liberal Party,40000,NA,NA,1,0
Canadian citizen,65,Quebec,"Some technical, community college, CEGEP, College Classique",A man,6,4,Conservative Party,15000,NA,5,0,1
Canadian citizen,64,New Brunswick,"Completed technical, community college, CEGEP, College Classique",A woman,NA,NA,Conservative Party,NA,Don't know/ Prefer not to answer,10,0,1
Canadian citizen,72,Ontario,"Completed technical, community college, CEGEP, College Classique",A woman,2,7,Green Party,49000,NA,NA,0,0
Canadian citizen,39,Quebec,Bachelor's degree,A woman,1,10,Liberal Party,NA,"$110,001 to $150,000",2,1,0
Canadian citizen,73,Ontario,Professional degree or doctorate,A man,5,9,Don't know/ Prefer not to answer,120000,NA,NA,0,0
Canadian citizen,35,Alberta,"Completed technical, community college, CEGEP, College Classique",A man,0,6,Conservative Party,15000,NA,6,0,1
Canadian citizen,67,Ontario,Bachelor's degree,A man,6,9,Liberal Party,64000,NA,NA,1,0
Canadian citizen,69,Ontario,Bachelor's degree,A woman,3,9,Conservative Party,NA,Don't know/ Prefer not to answer,NA,0,1
Canadian citizen,61,Ontario,"Some technical, community college, CEGEP, College Classique",A woman,5,4,Liberal Party,NA,Don't know/ Prefer not to answer,6,1,0
Canadian citizen,49,Ontario,Bachelor's degree,A woman,0,10,Don't know/ Prefer not to answer,125000,NA,5,0,0
Canadian citizen,56,Ontario,Bachelor's degree,A woman,3,7,Conservative Party,45000,NA,8,0,1
Canadian citizen,32,Ontario,Bachelor's degree,A woman,4,9,Liberal Party,NA,"$30,001 to $60,000",2,1,0
Canadian citizen,20,Alberta,Some secondary/ high school,A man,0,10,Green Party,16000,NA,0,0,0
Canadian citizen,63,Ontario,"Completed technical, community college, CEGEP, College Classique",A man,3,NA,Liberal Party,65000,NA,NA,1,0
Canadian citizen,75,Quebec,"Completed technical, community college, CEGEP, College Classique",A woman,8,7,Bloc Québécois,NA,"$1 to $30,000",10,0,0
Canadian citizen,58,Quebec,Bachelor's degree,A woman,5,7,Green Party,110000,NA,5,0,0
Canadian citizen,76,Ontario,"Completed technical, community college, CEGEP, College Classique",A woman,0,10,Conservative Party,NA,"$90,001 to $110,000",10,0,1
Canadian citizen,49,Quebec,Bachelor's degree,A woman,8,0,Don't know/ Prefer not to answer,NA,"$60,001 to $90,000",NA,0,0
Canadian citizen,59,Quebec,Some university,A woman,6,4,Liberal Party,31000,NA,0,1,0
Canadian citizen,60,Quebec,Completed secondary/ high school,A woman,NA,NA,Conservative Party,NA,"$30,001 to $60,000",NA,0,1
Canadian citizen,56,Quebec,"Some technical, community college, CEGEP, College Classique",A woman,8,5,Liberal Party,52000,NA,NA,1,0
Canadian citizen,61,Ontario,Bachelor's degree,A woman,9,3,Liberal Party,170000,NA,NA,1,0
Canadian citizen,61,Ontario,Master's degree,A woman,3,10,Don't know/ Prefer not to answer,75000,NA,3,0,0
Canadian citizen,61,Ontario,Professional degree or doctorate,A woman,6,1,Liberal Party,NA,Don't know/ Prefer not to answer,NA,1,0
Canadian citizen,68,Ontario,Completed secondary/ high school,A woman,9,4,Liberal Party,59000,NA,7,1,0
Canadian citizen,62,Quebec,"Completed technical, community college, CEGEP, College Classique",A man,2,10,People's Party,38500,NA,NA,0,0
Canadian citizen,39,Ontario,"Completed technical, community college, CEGEP, College Classique",A man,NA,NA,Conservative Party,15000,NA,NA,0,1
Canadian citizen,38,Quebec,Completed secondary/ high school,A woman,6,5,Conservative Party,29000,NA,NA,0,1
Canadian citizen,45,Quebec,"Completed technical, community college, CEGEP, College Classique",A woman,NA,NA,Conservative Party,120000,NA,5,0,1
Canadian citizen,50,New Brunswick,"Completed technical, community college, CEGEP, College Classique",A woman,NA,NA,Liberal Party,NA,"$30,001 to $60,000",NA,1,0
Canadian citizen,71,Newfoundland and Labrador,"Some technical, community college, CEGEP, College Classique",A man,9,8,Liberal Party,21000,NA,NA,1,0
Canadian citizen,45,Quebec,Master's degree,A man,3,10,Green Party,100000,NA,6,0,0
Canadian citizen,70,Quebec,Master's degree,A woman,7,9,Green Party,25000,NA,3,0,0
Canadian citizen,49,Ontario,Bachelor's degree,A man,8,5,Liberal Party,NA,"$60,001 to $90,000",7,1,0
Canadian citizen,49,Ontario,Some university,A man,5,9,Green Party,44000,NA,NA,0,0
Canadian citizen,54,Ontario,Bachelor's degree,A woman,5,8,Conservative Party,100000,NA,7,0,1
Canadian citizen,51,Quebec,Completed secondary/ high school,A woman,5,5,Conservative Party,60000,NA,NA,0,1
Canadian citizen,61,Ontario,"Completed technical, community college, CEGEP, College Classique",A woman,8,0,Liberal Party,160000,NA,NA,1,0
Canadian citizen,56,Ontario,Bachelor's degree,A man,6,8,Conservative Party,240000,NA,NA,0,1
Canadian citizen,53,Quebec,"Completed technical, community college, CEGEP, College Classique",A woman,5,5,Don't know/ Prefer not to answer,NA,Don't know/ Prefer not to answer,NA,0,0
Canadian citizen,51,Ontario,"Completed technical, community college, CEGEP, College Classique",A man,5,5,Don't know/ Prefer not to answer,50000,NA,NA,0,0
Canadian citizen,56,Ontario,Some university,A woman,NA,2,Another party (please specify),125000,NA,NA,0,0
Canadian citizen,64,Ontario,"Completed technical, community college, CEGEP, College Classique",A man,NA,NA,Liberal Party,77000,NA,NA,1,0
Canadian citizen,47,Ontario,Some university,A woman,2,7,Don't know/ Prefer not to answer,NA,"$1 to $30,000",NA,0,0
Canadian citizen,44,Ontario,"Completed technical, community college, CEGEP, College Classique",A woman,8,4,Liberal Party,40000,NA,6,1,0
Canadian citizen,52,British Columbia,"Some technical, community college, CEGEP, College Classique",A man,6,6,Conservative Party,80000,NA,NA,0,1
Canadian citizen,65,Ontario,"Completed technical, community college, CEGEP, College Classique",A man,6,10,ndp,95500,NA,1,0,0
Canadian citizen,48,Ontario,"Completed technical, community college, CEGEP, College Classique","Other (e.g. Trans, non-binary, two-spirit, gender-queer)",4,8,Liberal Party,70000,NA,NA,1,0
Canadian citizen,57,Quebec,"Completed technical, community college, CEGEP, College Classique",A man,0,9,Conservative Party,65000,NA,NA,0,1
Canadian citizen,53,Quebec,Master's degree,A man,7,8,Liberal Party,NA,Don't know/ Prefer not to answer,NA,1,0
Canadian citizen,47,Ontario,"Completed technical, community college, CEGEP, College Classique",A man,4,7,ndp,50000,NA,NA,0,0
Canadian citizen,82,Ontario,Completed secondary/ high school,A woman,NA,NA,Conservative Party,26000,NA,NA,0,1
Canadian citizen,54,Ontario,Bachelor's degree,A woman,7,7,ndp,185000,NA,8,0,0
Canadian citizen,50,Newfoundland and Labrador,Master's degree,A woman,6,4,Liberal Party,160000,NA,NA,1,0
Canadian citizen,52,Ontario,Bachelor's degree,A woman,4,8,Don't know/ Prefer not to answer,72000,NA,4,0,0
Canadian citizen,21,Quebec,Some university,A woman,10,5,Don't know/ Prefer not to answer,20000,NA,8,0,0
Canadian citizen,70,Ontario,"Some technical, community college, CEGEP, College Classique",A woman,10,0,ndp,18000,NA,NA,0,0
Canadian citizen,58,Quebec,"Completed technical, community college, CEGEP, College Classique",A woman,NA,NA,Liberal Party,55000,NA,NA,1,0
Canadian citizen,60,Ontario,Master's degree,A man,3,7,Green Party,155000,NA,NA,0,0
Canadian citizen,25,Nova Scotia,Master's degree,A man,8,10,Liberal Party,76777,NA,NA,1,0
Canadian citizen,58,Quebec,Bachelor's degree,A man,5,7,Don't know/ Prefer not to answer,NA,"$150,001 to $200,000",NA,0,0
Canadian citizen,61,Ontario,"Some technical, community college, CEGEP, College Classique",A man,3,6,Conservative Party,NA,"$110,001 to $150,000",NA,0,1
Canadian citizen,72,Quebec,Bachelor's degree,A man,NA,NA,Green Party,100000,NA,8,0,0
Canadian citizen,39,Quebec,Some university,A man,3,9,Conservative Party,150000,NA,6,0,1
Canadian citizen,56,Ontario,Master's degree,A woman,8,1,Liberal Party,57000,NA,5,1,0
Canadian citizen,54,Ontario,Completed secondary/ high school,A man,5,5,Don't know/ Prefer not to answer,69000,NA,NA,0,0
Canadian citizen,48,Newfoundland and Labrador,"Completed technical, community college, CEGEP, College Classique",A woman,NA,NA,Don't know/ Prefer not to answer,34000,NA,5,0,0
Canadian citizen,36,Ontario,Bachelor's degree,A woman,NA,NA,Green Party,30000,NA,1,0,0
Canadian citizen,71,Quebec,"Some technical, community college, CEGEP, College Classique",A woman,NA,4,Conservative Party,NA,"$30,001 to $60,000",4,0,1
Canadian citizen,49,Quebec,Completed secondary/ high school,A woman,4,9,Green Party,21000,NA,1,0,0
Canadian citizen,52,Quebec,Professional degree or doctorate,A man,6,4,Conservative Party,142000,NA,5,0,1
Canadian citizen,59,Ontario,"Some technical, community college, CEGEP, College Classique",A man,6,10,Green Party,50000,NA,NA,0,0
Canadian citizen,31,Manitoba,Bachelor's degree,A man,4,8,Conservative Party,57000,NA,NA,0,1
Canadian citizen,42,Quebec,Bachelor's degree,A woman,NA,NA,People's Party,NA,"$110,001 to $150,000",NA,0,0
Canadian citizen,76,Ontario,Completed secondary/ high school,A woman,6,4,Conservative Party,NA,Don't know/ Prefer not to answer,NA,0,1
Canadian citizen,49,Ontario,Master's degree,A man,NA,NA,Conservative Party,250000,NA,NA,0,1
Canadian citizen,48,Ontario,Bachelor's degree,A woman,2,9,Liberal Party,100000,NA,5,1,0
Canadian citizen,72,Ontario,"Completed technical, community college, CEGEP, College Classique",A man,NA,NA,Conservative Party,NA,"$60,001 to $90,000",NA,0,1
Canadian citizen,73,Ontario,Master's degree,A woman,8,10,ndp,NA,Don't know/ Prefer not to answer,NA,0,0
Canadian citizen,29,Ontario,Completed elementary school,A man,7,9,ndp,120000,NA,NA,0,0
Canadian citizen,60,Ontario,Bachelor's degree,A woman,NA,NA,Liberal Party,NA,"$30,001 to $60,000",NA,1,0
Canadian citizen,75,Ontario,"Completed technical, community college, CEGEP, College Classique",A woman,NA,NA,Don't know/ Prefer not to answer,NA,"$90,001 to $110,000",5,0,0
Canadian citizen,32,Ontario,Master's degree,A man,5,7,Green Party,90200,NA,NA,0,0
Canadian citizen,62,Ontario,Bachelor's degree,A man,2,9,Don't know/ Prefer not to answer,NA,"$60,001 to $90,000",5,0,0
Canadian citizen,19,Ontario,Completed secondary/ high school,A woman,0,8,Liberal Party,40000,NA,NA,1,0
Canadian citizen,38,Ontario,Master's degree,A man,NA,NA,Don't know/ Prefer not to answer,95000,NA,NA,0,0
Canadian citizen,61,Quebec,Bachelor's degree,A man,6,8,Bloc Québécois,81000,NA,4,0,0
Canadian citizen,62,Ontario,Some university,A woman,4,8,Conservative Party,75000,NA,NA,0,1
Canadian citizen,44,Ontario,Bachelor's degree,A man,6,6,Don't know/ Prefer not to answer,108000,NA,NA,0,0
Canadian citizen,34,British Columbia,Completed secondary/ high school,A woman,3,2,ndp,59000,NA,NA,0,0
Canadian citizen,24,Quebec,Bachelor's degree,A man,6,6,Liberal Party,NA,"$60,001 to $90,000",NA,1,0
