sex,age,province,education,citizenship_status,income_respondent
Male,16.8,Alberta,Less than high school diploma or its equivalent,By birth,"Less than $25,000"
Male,57.9,Nova Scotia,High school diploma or a high school equivalency certificate,By birth,"Less than $25,000"
Male,44.2,New Brunswick,High school diploma or a high school equivalency certificate,By birth,"Less than $25,000"
Female,61.3,Ontario,"College, CEGEP or other non-university certificate or di...",By naturalization,"$25,000 to $49,999"
Male,27.4,Quebec,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",By birth,"Less than $25,000"
Male,16.1,Manitoba,Less than high school diploma or its equivalent,By birth,"Less than $25,000"
Female,71.3,New Brunswick,Less than high school diploma or its equivalent,By birth,"Less than $25,000"
Male,68.8,Quebec,High school diploma or a high school equivalency certificate,By birth,"$50,000 to $74,999"
Male,80,Manitoba,Trade certificate or diploma,By birth,"$50,000 to $74,999"
Male,55,Ontario,"College, CEGEP or other non-university certificate or di...",By birth,"$100,000 to $ 124,999"
Female,54.9,Ontario,High school diploma or a high school equivalency certificate,By birth,"$25,000 to $49,999"
Male,69.9,British Columbia,High school diploma or a high school equivalency certificate,By birth,"$25,000 to $49,999"
Male,41,Nova Scotia,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",By birth,"$25,000 to $49,999"
Male,80,Saskatchewan,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",By naturalization,"$25,000 to $49,999"
Male,61.6,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",By birth,"$125,000 and more"
Female,31.6,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Valid skip,"$75,000 to $99,999"
Female,77.6,Alberta,Less than high school diploma or its equivalent,By birth,"$25,000 to $49,999"
Female,62.7,Quebec,"College, CEGEP or other non-university certificate or di...",By naturalization,"Less than $25,000"
Female,54.8,Nova Scotia,High school diploma or a high school equivalency certificate,By birth,"$75,000 to $99,999"
Female,80,Quebec,University certificate or diploma below the bachelor's level,By birth,"Less than $25,000"
Female,71.6,Ontario,High school diploma or a high school equivalency certificate,By naturalization,"$50,000 to $74,999"
Male,59.5,Saskatchewan,Trade certificate or diploma,By birth,"Less than $25,000"
Female,41.2,British Columbia,"University certificate, diploma or degree above the bach...",By naturalization,"$75,000 to $99,999"
Male,78.8,Ontario,Less than high school diploma or its equivalent,By birth,"Less than $25,000"
Female,67.8,New Brunswick,"College, CEGEP or other non-university certificate or di...",By birth,"$50,000 to $74,999"
Female,74.8,Quebec,Less than high school diploma or its equivalent,By birth,"Less than $25,000"
Male,77.9,Quebec,"University certificate, diploma or degree above the bach...",By birth,"$25,000 to $49,999"
Female,53.7,British Columbia,Trade certificate or diploma,By birth,"$25,000 to $49,999"
Female,61.3,Quebec,"University certificate, diploma or degree above the bach...",By naturalization,"$25,000 to $49,999"
Male,39.8,Alberta,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",By birth,"Less than $25,000"
Male,48.9,Quebec,Trade certificate or diploma,By birth,"Less than $25,000"
Male,40.6,Quebec,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",By birth,"$125,000 and more"
Female,80,Quebec,"NA",By birth,"$50,000 to $74,999"
Male,29.9,Ontario,"College, CEGEP or other non-university certificate or di...",By birth,"$25,000 to $49,999"
Male,18,British Columbia,Less than high school diploma or its equivalent,By birth,"Less than $25,000"
Male,74.9,Ontario,"University certificate, diploma or degree above the bach...",By naturalization,"$125,000 and more"
Male,44.6,British Columbia,High school diploma or a high school equivalency certificate,By birth,"$100,000 to $ 124,999"
Male,26.4,Alberta,High school diploma or a high school equivalency certificate,By birth,"$75,000 to $99,999"
Female,61.2,Quebec,Trade certificate or diploma,By birth,"Less than $25,000"
Male,51.5,Ontario,"University certificate, diploma or degree above the bach...",By naturalization,"$75,000 to $99,999"
Male,31.8,Alberta,"College, CEGEP or other non-university certificate or di...",By birth,"$50,000 to $74,999"
Female,80,Quebec,High school diploma or a high school equivalency certificate,By birth,"$25,000 to $49,999"
Female,70.6,Quebec,Less than high school diploma or its equivalent,By birth,"Less than $25,000"
Male,63.3,British Columbia,"College, CEGEP or other non-university certificate or di...",By birth,"$75,000 to $99,999"
Female,26.3,Quebec,Trade certificate or diploma,By birth,"$25,000 to $49,999"
Male,58.6,New Brunswick,Less than high school diploma or its equivalent,By birth,"Less than $25,000"
Male,34.3,Alberta,"University certificate, diploma or degree above the bach...",By birth,"$125,000 and more"
Male,39.5,Alberta,Trade certificate or diploma,By birth,"$100,000 to $ 124,999"
Male,39.4,Alberta,"College, CEGEP or other non-university certificate or di...",By birth,"$25,000 to $49,999"
Female,43,Ontario,"University certificate, diploma or degree above the bach...",By birth,"$50,000 to $74,999"
Male,52.6,Ontario,High school diploma or a high school equivalency certificate,By birth,"$50,000 to $74,999"
Female,20.9,Alberta,High school diploma or a high school equivalency certificate,By birth,"Less than $25,000"
Male,58.9,Ontario,"College, CEGEP or other non-university certificate or di...",By birth,"Less than $25,000"
Male,61.9,Ontario,"College, CEGEP or other non-university certificate or di...",By birth,"$75,000 to $99,999"
Female,57.8,Ontario,Less than high school diploma or its equivalent,By birth,"$50,000 to $74,999"
Male,69.1,Manitoba,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",Valid skip,"$25,000 to $49,999"
Male,62.7,New Brunswick,"College, CEGEP or other non-university certificate or di...",By birth,"$50,000 to $74,999"
Female,48.1,New Brunswick,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",By birth,"$50,000 to $74,999"
Female,59.6,Nova Scotia,"College, CEGEP or other non-university certificate or di...",By birth,"$25,000 to $49,999"
Male,40.9,Ontario,"College, CEGEP or other non-university certificate or di...",By birth,"$75,000 to $99,999"
Male,44.3,British Columbia,"College, CEGEP or other non-university certificate or di...",By birth,"Less than $25,000"
Female,72.3,Quebec,Less than high school diploma or its equivalent,By birth,"Less than $25,000"
Female,24.3,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",By birth,"Less than $25,000"
Female,40.3,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",By naturalization,"$75,000 to $99,999"
Male,46.3,New Brunswick,High school diploma or a high school equivalency certificate,By birth,"Less than $25,000"
Male,37.4,Nova Scotia,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",By birth,"$25,000 to $49,999"
Female,48.1,Quebec,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",By birth,"$50,000 to $74,999"
Female,40.2,Alberta,High school diploma or a high school equivalency certificate,By birth,"$25,000 to $49,999"
Female,32.3,British Columbia,"College, CEGEP or other non-university certificate or di...",By birth,"$50,000 to $74,999"
Male,48,Ontario,High school diploma or a high school equivalency certificate,By naturalization,"Less than $25,000"
Male,58.5,Quebec,"University certificate, diploma or degree above the bach...",By birth,"$50,000 to $74,999"
Female,79.9,Ontario,Less than high school diploma or its equivalent,By birth,"Less than $25,000"
Male,21.4,Ontario,"College, CEGEP or other non-university certificate or di...",By birth,"Less than $25,000"
Male,61.3,Ontario,High school diploma or a high school equivalency certificate,By birth,"$100,000 to $ 124,999"
Male,53.8,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",By birth,"$125,000 and more"
Male,38.3,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",By naturalization,"Less than $25,000"
Male,76.8,Nova Scotia,High school diploma or a high school equivalency certificate,By birth,"$25,000 to $49,999"
Female,72.6,Manitoba,Less than high school diploma or its equivalent,By birth,"$25,000 to $49,999"
Female,70,Ontario,"College, CEGEP or other non-university certificate or di...",By birth,"Less than $25,000"
Female,69.3,Saskatchewan,Trade certificate or diploma,By birth,"Less than $25,000"
Male,51.4,Prince Edward Island,High school diploma or a high school equivalency certificate,By birth,"$25,000 to $49,999"
Male,37,British Columbia,High school diploma or a high school equivalency certificate,By birth,"$50,000 to $74,999"
Male,36.2,Quebec,"University certificate, diploma or degree above the bach...",By naturalization,"$100,000 to $ 124,999"
Female,79,Ontario,"College, CEGEP or other non-university certificate or di...",By birth,"$50,000 to $74,999"
Female,27.5,Ontario,"College, CEGEP or other non-university certificate or di...",By birth,"Less than $25,000"
Female,80,Newfoundland and Labrador,"College, CEGEP or other non-university certificate or di...",By birth,"$50,000 to $74,999"
Male,24.5,Quebec,Less than high school diploma or its equivalent,By birth,"Less than $25,000"
Female,61.2,British Columbia,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",By birth,"Less than $25,000"
Male,56,Alberta,"College, CEGEP or other non-university certificate or di...",By birth,"$100,000 to $ 124,999"
Female,40,British Columbia,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",By birth,"Less than $25,000"
Female,55.9,Quebec,"University certificate, diploma or degree above the bach...",By birth,"$100,000 to $ 124,999"
Female,59.8,Quebec,High school diploma or a high school equivalency certificate,By birth,"$25,000 to $49,999"
Female,38.9,Alberta,"College, CEGEP or other non-university certificate or di...",By birth,"$50,000 to $74,999"
Male,61.3,Prince Edward Island,Trade certificate or diploma,By birth,"$50,000 to $74,999"
Male,62.2,Ontario,"College, CEGEP or other non-university certificate or di...",By naturalization,"$125,000 and more"
Male,32.4,Alberta,"University certificate, diploma or degree above the bach...",Valid skip,"$50,000 to $74,999"
Male,40.9,British Columbia,"College, CEGEP or other non-university certificate or di...",By naturalization,"$50,000 to $74,999"
Male,73.3,Newfoundland and Labrador,Trade certificate or diploma,By birth,"$50,000 to $74,999"
Female,30.3,Manitoba,Trade certificate or diploma,By birth,"$25,000 to $49,999"
Female,19.9,Manitoba,High school diploma or a high school equivalency certificate,By birth,"Less than $25,000"
Female,62.4,British Columbia,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",By birth,"$25,000 to $49,999"
Female,28.7,Quebec,Less than high school diploma or its equivalent,By birth,"Less than $25,000"
Female,46.8,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",By birth,"$125,000 and more"
Male,36.6,Ontario,"College, CEGEP or other non-university certificate or di...",By birth,"$100,000 to $ 124,999"
Male,22.1,Ontario,High school diploma or a high school equivalency certificate,By birth,"$50,000 to $74,999"
Male,80,Ontario,Less than high school diploma or its equivalent,By birth,"$25,000 to $49,999"
Male,47.8,Ontario,"University certificate, diploma or degree above the bach...",By birth,"$125,000 and more"
Female,63.6,Ontario,"College, CEGEP or other non-university certificate or di...",By birth,"$50,000 to $74,999"
Male,56.3,Quebec,High school diploma or a high school equivalency certificate,By birth,"$25,000 to $49,999"
Female,37.9,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",By naturalization,"$50,000 to $74,999"
Male,72.8,Newfoundland and Labrador,"NA",By birth,"Less than $25,000"
Male,23.3,Ontario,High school diploma or a high school equivalency certificate,By naturalization,"Less than $25,000"
Male,50.6,Ontario,"University certificate, diploma or degree above the bach...",By birth,"$75,000 to $99,999"
Female,36.1,Quebec,Less than high school diploma or its equivalent,By naturalization,"$25,000 to $49,999"
Male,56,Alberta,"University certificate, diploma or degree above the bach...",By birth,"$50,000 to $74,999"
Male,60.5,Quebec,"University certificate, diploma or degree above the bach...",By birth,"Less than $25,000"
Male,69,Quebec,High school diploma or a high school equivalency certificate,By naturalization,"Less than $25,000"
Female,65.6,Ontario,High school diploma or a high school equivalency certificate,By naturalization,"Less than $25,000"
Female,20.8,Ontario,High school diploma or a high school equivalency certificate,Valid skip,"Less than $25,000"
Male,37.8,Manitoba,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",By naturalization,"$50,000 to $74,999"
Female,80,Alberta,High school diploma or a high school equivalency certificate,By birth,"Less than $25,000"
Male,49.2,Alberta,"University certificate, diploma or degree above the bach...",By naturalization,"$75,000 to $99,999"
Male,57.5,New Brunswick,Trade certificate or diploma,By birth,"$50,000 to $74,999"
Female,50.1,Nova Scotia,Trade certificate or diploma,By birth,"Less than $25,000"
Male,67.8,Quebec,Less than high school diploma or its equivalent,By birth,"$25,000 to $49,999"
Male,76.7,British Columbia,"University certificate, diploma or degree above the bach...",By birth,"$50,000 to $74,999"
Male,57.3,Manitoba,Less than high school diploma or its equivalent,By birth,"$25,000 to $49,999"
Male,78,Quebec,"College, CEGEP or other non-university certificate or di...",By birth,"$25,000 to $49,999"
Female,61.6,Quebec,Trade certificate or diploma,By birth,"$25,000 to $49,999"
Female,72.4,Ontario,Trade certificate or diploma,By birth,"$25,000 to $49,999"
Female,37.8,Quebec,High school diploma or a high school equivalency certificate,By birth,"$25,000 to $49,999"
Female,80,Ontario,Less than high school diploma or its equivalent,By naturalization,"Less than $25,000"
Male,51.1,Ontario,High school diploma or a high school equivalency certificate,By birth,"$25,000 to $49,999"
Male,68.8,Quebec,University certificate or diploma below the bachelor's level,By birth,"Less than $25,000"
Female,67.2,New Brunswick,Trade certificate or diploma,By birth,"Less than $25,000"
Female,28.3,British Columbia,University certificate or diploma below the bachelor's level,By birth,"Less than $25,000"
Female,26.3,British Columbia,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",By naturalization,"Less than $25,000"
Female,60.9,New Brunswick,"College, CEGEP or other non-university certificate or di...",By birth,"$25,000 to $49,999"
Female,31.8,Quebec,"College, CEGEP or other non-university certificate or di...",By birth,"$75,000 to $99,999"
Female,46.7,British Columbia,"College, CEGEP or other non-university certificate or di...",By birth,"$25,000 to $49,999"
